Ciclo, Tensao
0.9, 100
37.40648379052371, 73.81546134663343
59.22693266832917, 69.61849519846793
77.93017456359101, 66.96821482206087
96.63341645885285, 64.9809178710682
196.3840399002493, 59.24387925214589
296.1346633416458, 55.042752235433525
395.88528678304226, 51.0847191413731
498.7531172069823, 45.3479560766592
997.506234413965, 37.21524916989297
1499.3765586034908, 32.8397238946832
1998.1296758104734, 27.800939639850668
2496.8827930174557, 24.972100136399362
